Unnamed: 0,target_role,Company,Package(P/A),Experince,Skills,Job_Description,Rating,Reviews,Location,Link-of-job
3443,Manager,EXL,Not disclosed,6-9 Yrs ,"['Data analytics', 'Analytical', 'Analytics', 'SQL', 'Data', 'Management', 'Business communication', 'Powerpoint']","Bachelor s degree from Tier I colleges (Post Graduation - Good to have, not mandatory) ...",3.9,4780.0,Gurgaon/Gurugram,https://www.naukri.com/job-listings-manager-exl-services-com-i-pvt-ltd-gurgaon-gurugram-6-to-9-years-170223501696
3446,Natural Language Processing (NLP) AI Platform Engineer,Accenture,Not disclosed,6-8 Yrs ,"['Data mining', 'Backend', 'Front end', 'Coding', 'Python', 'R Program', 'Program', 'Data']","Should know about crunching billions of datapoints for statistical modeling, data minin...",4.1,37926.0,Coimbatore,https://www.naukri.com/job-listings-natural-language-processing-nlp-ai-platform-engineer-accenture-solutions-pvt-ltd-coimbatore-6-to-8-years-250623901041
3447,Natural Language Processing (NLP) AI Platform Engineer,Accenture,Not disclosed,4-6 Yrs ,"['R', 'AI Platform', 'SOLR', 'NPL', 'Python', 'Nltk', 'Artificial Intelligence', 'Data']","Should know about crunching billions of datapoints for statistical modeling, data minin...",4.1,37926.0,Pune,https://www.naukri.com/job-listings-natural-language-processing-nlp-ai-platform-engineer-accenture-solutions-pvt-ltd-pune-4-to-6-years-240623903790
3448,Machine Learning AI Platform Engineer,Accenture,Not disclosed,4-6 Yrs ,"['deep learning', 'AI Platform', 'Machine learning', 'Natural language processing', 'Continuous Integration', 'AWS Lambda', 'Artificial Intelligence', 'Production']","Work Experience :4-6 years Technical Experience : 1 Creation of CI, CD Pipelines for ML...",4.1,37926.0,Hyderabad/Secunderabad,https://www.naukri.com/job-listings-machine-learning-ai-platform-engineer-accenture-solutions-pvt-ltd-hyderabad-secunderabad-4-to-6-years-240623903808
3449,Natural Language Processing (NLP) AI Platform Engineer,Accenture,Not disclosed,12-15 Yrs ,"['Enterprise architecture', 'Neural networks', 'Machine learning', 'Natural language processing', 'Python', 'Ai Platform', 'Enterprise', 'DBMS']",Technical Experience : 1 Working experience in any of the NLP app areas Sematic Web and...,4.1,37926.0,Pune,https://www.naukri.com/job-listings-natural-language-processing-nlp-ai-platform-engineer-accenture-solutions-pvt-ltd-pune-12-to-15-years-260623906312
3450,Natural Language Processing (NLP) AI Platform Engineer,Accenture,Not disclosed,12-15 Yrs ,"['Neural networks', 'Machine learning', 'Natural language processing', 'Python', 'NoSQL', 'Networking', 'Processing', 'SQL database']",Technical Experience : 1 Working experience in any of the NLP app areas Sematic Web and...,4.1,37926.0,Jaipur,https://www.naukri.com/job-listings-natural-language-processing-nlp-ai-platform-engineer-accenture-solutions-pvt-ltd-jaipur-12-to-15-years-260623906180
3451,Natural Language Processing (NLP) AI Platform Engineer,Accenture,Not disclosed,4-6 Yrs ,"['Data mining', 'Python', 'Nltk', 'Program', 'Artificial Intelligence', 'Process', 'Modeling', 'Statistical modeling']","Should know about crunching billions of datapoints for statistical modeling, data minin...",4.1,37926.0,Hyderabad/Secunderabad,https://www.naukri.com/job-listings-natural-language-processing-nlp-ai-platform-engineer-accenture-solutions-pvt-ltd-hyderabad-secunderabad-4-to-6-years-250623901045
3452,Natural Language Processing (NLP) AI Platform Engineer,Accenture,Not disclosed,6-8 Yrs ,"['Coding', 'Natural Language Processing', 'Data mining', 'Python', 'Nltk', 'Artificial Intelligence', 'Networking', 'Data']","Should know about crunching billions of datapoints for statistical modeling, data minin...",4.1,37926.0,Chennai,https://www.naukri.com/job-listings-natural-language-processing-nlp-ai-platform-engineer-accenture-solutions-pvt-ltd-chennai-6-to-8-years-240623905754
3453,Natural Language Processing (NLP) AI Platform Engineer,Accenture,Not disclosed,6-8 Yrs ,"['Coding', 'Natural Language Processing', 'Data mining', 'Python', 'Modeling', 'Statistical Analyses', 'Programming', 'Languages']","Should know about crunching billions of datapoints for statistical modeling, data minin...",4.1,37926.0,Kolkata,https://www.naukri.com/job-listings-natural-language-processing-nlp-ai-platform-engineer-accenture-solutions-pvt-ltd-kolkata-6-to-8-years-240623905753
3454,Natural Language Processing (NLP) AI Platform Engineer,Accenture,Not disclosed,6-8 Yrs ,"['Coding', 'Natural Language Processing', 'Data mining', 'Python', 'Artificial Intelligence', 'Program', 'Process', 'Modeling']","Should know about crunching billions of datapoints for statistical modeling, data minin...",4.1,37926.0,Gurgaon/Gurugram,https://www.naukri.com/job-listings-natural-language-processing-nlp-ai-platform-engineer-accenture-solutions-pvt-ltd-gurgaon-gurugram-6-to-8-years-240623905581
3455,Natural Language Processing (NLP) AI Platform Engineer,Accenture,Not disclosed,6-8 Yrs ,"['Coding', 'Natural Language Processing', 'Data mining', 'Python', 'Algorithms', 'R Program', 'Program', 'Data']","Should know about crunching billions of datapoints for statistical modeling, data minin...",4.1,37926.0,Hyderabad/Secunderabad,https://www.naukri.com/job-listings-natural-language-processing-nlp-ai-platform-engineer-accenture-solutions-pvt-ltd-hyderabad-secunderabad-6-to-8-years-240623905576
3456,Natural Language Processing (NLP) AI Platform Engineer,Accenture,Not disclosed,12-15 Yrs ,"['Machine learning', 'Enterprise', 'Natural language processing', 'Python', 'architecture', 'NoSQL', 'Artificial Intelligence', 'Deep Learning']",Technical Experience : 1 Working experience in any of the NLP app areas Sematic Web and...,4.1,37926.0,Chennai,https://www.naukri.com/job-listings-natural-language-processing-nlp-ai-platform-engineer-accenture-solutions-pvt-ltd-chennai-12-to-15-years-240623903812
3457,Natural Language Processing (NLP) AI Platform Engineer,Accenture,Not disclosed,6-8 Yrs ,"['R', 'NLP', 'AI Platform', 'Machine Learning', 'Python', 'Machine', 'Artificial Intelligence', 'Process']","Should know about crunching billions of datapoints for statistical modeling, data minin...",4.1,37926.0,Pune,https://www.naukri.com/job-listings-natural-language-processing-nlp-ai-platform-engineer-accenture-solutions-pvt-ltd-pune-6-to-8-years-240623903804
3458,Natural Language Processing (NLP) AI Platform Engineer,Accenture,Not disclosed,6-8 Yrs ,"['NLP', 'AI Platform', 'Data mining', 'Machine Learning', 'Python', 'Natural language processing', 'Machine', 'Web technologies']","Should know about crunching billions of datapoints for statistical modeling, data minin...",4.1,37926.0,Chennai,https://www.naukri.com/job-listings-natural-language-processing-nlp-ai-platform-engineer-accenture-solutions-pvt-ltd-chennai-6-to-8-years-240623903802
3459,Natural Language Processing (NLP) AI Platform Engineer,Accenture,Not disclosed,6-8 Yrs ,"['NLP', 'AI Platform', 'Data mining', 'Machine Learning', 'Python', 'Natural language processing', 'Semantic', 'Machine']","Should know about crunching billions of datapoints for statistical modeling, data minin...",4.1,37926.0,Indore,https://www.naukri.com/job-listings-natural-language-processing-nlp-ai-platform-engineer-accenture-solutions-pvt-ltd-indore-6-to-8-years-240623903793
3460,Natural Language Processing (NLP) AI Platform Engineer,Accenture,Not disclosed,4-6 Yrs ,"['NLP', 'AI Platform', 'Data mining', 'Machine Learning', 'Python', 'Solr', 'Machine', 'Artificial Intelligence']","Should know about crunching billions of datapoints for statistical modeling, data minin...",4.1,37926.0,Chennai,https://www.naukri.com/job-listings-natural-language-processing-nlp-ai-platform-engineer-accenture-solutions-pvt-ltd-chennai-4-to-6-years-240623903788
3461,Natural Language Processing (NLP) AI Platform Engineer,Accenture,Not disclosed,4-6 Yrs ,"['NLP', 'AI Platform', 'Data mining', 'Machine Learning', 'Python', 'Ml', 'Natural language processing', 'Statistical modeling']","Should know about crunching billions of datapoints for statistical modeling, data minin...",4.1,37926.0,Mumbai,https://www.naukri.com/job-listings-natural-language-processing-nlp-ai-platform-engineer-accenture-solutions-pvt-ltd-mumbai-4-to-6-years-240623903607
3462,Natural Language Processing (NLP) AI Platform Engineer,Accenture,Not disclosed,4-6 Yrs ,"['deep learning', 'python', 'nlp', 'data mining', 'Natural language processing', 'Processing', 'Nltk', 'R']","Should know about crunching billions of datapoints for statistical modeling, data minin...",4.1,37926.0,Kolkata,https://www.naukri.com/job-listings-natural-language-processing-nlp-ai-platform-engineer-accenture-solutions-pvt-ltd-kolkata-4-to-6-years-230623909519
3463,Natural Language Processing (NLP) AI Platform Engineer,Accenture,Not disclosed,12-15 Yrs ,"['deep learning', 'python', 'machine learning', 'NO SQL', 'Sentiment Analysis', 'Intelligence', 'NoSQL', 'Networking']",Technical Experience : 1 Working experience in any of the NLP app areas Sematic Web and...,4.1,37926.0,Chennai,https://www.naukri.com/job-listings-natural-language-processing-nlp-ai-platform-engineer-accenture-solutions-pvt-ltd-chennai-12-to-15-years-230623909518
3464,Natural Language Processing (NLP) AI Platform Engineer,Accenture,Not disclosed,15-18 Yrs ,"['deep learning', 'python', 'machine learning', 'NO SQL', 'Ai Platform', 'Analysis', 'Languages', 'Natural language processing']",Technical Experience : 1 Working experience in any of the NLP app areas Sematic Web and...,4.1,37926.0,Mumbai,https://www.naukri.com/job-listings-natural-language-processing-nlp-ai-platform-engineer-accenture-solutions-pvt-ltd-mumbai-15-to-18-years-230623909517
3465,Natural Language Processing (NLP) AI Platform Engineer,Accenture,Not disclosed,6-8 Yrs ,"['deep learning', 'python', 'nlp', 'data mining', 'Natural language processing', 'Statistical modeling', 'Networking', 'Process']","Should know about crunching billions of datapoints for statistical modeling, data minin...",4.1,37926.0,Noida,https://www.naukri.com/job-listings-natural-language-processing-nlp-ai-platform-engineer-accenture-solutions-pvt-ltd-noida-6-to-8-years-230623909516
3468,Data Engineer,Danske IT Support Services India Pvt Ltd.,Not disclosed,3-5 Yrs ,"['Risk management', 'Analytical', 'Data management', 'Risk', 'Informatica', 'Management', 'Data quality', 'Quality assurance']","Preferred to have an understanding of AWS technologies like S3, EMR, Glue, Redshift, La...",3.7,251.0,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",https://www.naukri.com/job-listings-data-engineer-danske-it-support-services-india-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-3-to-5-years-300523501286
3469,Lead Data Engineer,Mindera,Not disclosed,6-11 Yrs ,"['python', 'analytics', 'business strategy', 'data analysis', 'business intelligence', 'san', 'data', 'intelligence']",Writes specifications to capture specific consumer behaviours from data assets . Must b...,4.1,11.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-lead-data-engineer-mindera-india-bangalore-bengaluru-6-to-11-years-250423501111
3470,Data Engineer,Accolite Digital,Not disclosed,5-10 Yrs ,"['Pyspark', 'data engineer', 'Data Lake', 'Python', 'SQL', 'Data Pipeline', 'Data warehousing', 'ETL']","We are hiring for the Data Engineering role with Accolite Digital for Bangalore, Hydera...",3.6,451.0,"Hybrid - Hyderabad/ Secunderabad, Telangana, Gurgaon/ Gurugram, Haryana, Bangalore/ Bengaluru, Karnataka",https://www.naukri.com/job-listings-data-engineer-accolite-digital-hyderabad-secunderabad-telangana-gurgaon-gurugram-haryana-bangalore-bengaluru-karnataka-5-to-10-years-150623008931
3472,Azure Data Engineer,Blue Ocean Ventures (BOV),Not disclosed,3-4 Yrs ,"['Selenium', 'NoSQL', 'Data mining', 'Quality', 'DBMS', 'Database design', 'PLSQL', 'Data analysis']","Experience in building backend datalakes and Azure Synapse, Azure Presto OLAP, SSAS and...",3.9,3.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-azure-data-engineer-blue-ocean-catalyst-private-limited-bangalore-bengaluru-3-to-4-years-140623500847
3473,Data Engineer,Eclinical Solutions,Not disclosed,1-5 Yrs ,"['research', 'debugging', 'clinical', 'data engineering', 'data mapping', 'clinical data', 'metadata', 'clinical research']",Minimum 10 years in Pharmaceutical / Biotechnology industry or equivalent . . . . . . ....,2.5,9.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-engineer-eclinical-solutions-llc-bangalore-bengaluru-1-to-5-years-140223501428
3474,Data Engineer,Peoplefy Infosolutions,Not disclosed,3-8 Yrs ,"['Pyspark', 'python', 'sql', 'Data Engineering', 'Data']",Greetings!!We are hiring for one of our premium MNC client based in Pune.Role- Data Eng...,,,Hybrid - Pune,https://www.naukri.com/job-listings-data-engineer-peoplefy-infosolutions-pune-3-to-8-years-120523004498
3475,Data Engineer,dentsu international,Not disclosed,4-6 Yrs ,"['Analytics', 'Google Analytics', 'Marketing', 'Data', 'Engineering', 'Technology management', 'SQL', 'Digital marketing']","Minimum 4 - 6 years of relevant experience in analyzing GA360, media & internal dataset...",2.7,23.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-engineer-dentsu-international-bangalore-bengaluru-4-to-6-years-090623500302
3476,Data Engineer,Dentsu Webchutney,Not disclosed,4-6 Yrs ,"['Analytics', 'Google Analytics', 'Marketing', 'Data', 'Engineering', 'Technology management', 'SQL', 'Digital marketing']","Minimum 4 - 6 years of relevant experience in analyzing GA360, media & internal dataset...",3.7,25.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-engineer-dentsu-inc-bangalore-bengaluru-4-to-6-years-090623500225
3477,Data Engineer,Numentica,Not disclosed,5-10 Yrs ,"['analytics', 'ssrs', 'data', 'data engineering', 'analytical skills', 'analytical', 't-sql', 'sql']",. Good expertise and team coordindation experience in working with Enterprise Analytics...,,,"Coimbatore, Bangalore/Bengaluru",https://www.naukri.com/job-listings-data-engineer-numentica-private-limited-coimbatore-bangalore-bengaluru-5-to-10-years-090523502651
3478,Data Engineer,Response Informatics,Not disclosed,1-4 Yrs ,"['Data Engineering', 'Big Data', 'Data', 'Software testing', 'Conceptualization', 'Testing']",Liaising with coworkers and clients to elucidate the requirements for each task. Concep...,3.7,11.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-engineer-response-informatics-bangalore-bengaluru-1-to-4-years-080623502166
3479,Data Engineer,Diverse Lynx,Not disclosed,1-5 Yrs ,"['Data Engineering', 'Data', 'Data Engineer']",Liaising with coworkers and clients to elucidate the requirements for each task. Concep...,3.6,148.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-engineer-diverse-lynx-bangalore-bengaluru-1-to-5-years-070623500866
3480,Data Engineer,Testingxperts,Not disclosed,4-9 Yrs ,"['python', 'data', 'sql', 'Warehouse', 'Analysis', 'Engineering', 'Data warehousing', 'Bi']",Azure AQL/Synapse:Build Synapse pipelines to take data from source to the datawarehouse...,4.2,177.0,"Hybrid - Noida, Uttar Pradesh, Chandigarh, Chandigarh, Hyderabad/Secunderabad, Bangalore/Bengaluru",https://www.naukri.com/job-listings-data-engineer-testingxperts-noida-uttar-pradesh-chandigarh-chandigarh-hyderabad-secunderabad-bangalore-bengaluru-4-to-9-years-050623001893
3481,Data Engineer,Miracle Solution,Not disclosed,4-7 Yrs ,"['analytics', 'aws', 'data analysis', 'cloud', 'warehouse', 'bi', 'data', 'infrastructure']",The desired candidate should have 4 years of experience in handling various types of da...,,,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",https://www.naukri.com/job-listings-data-engineer-miracle-software-solutions-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-4-to-7-years-050523501531
3483,Data Engineer,Mondelez,Not disclosed,4-6 Yrs ,"['JSON', 'Python', 'Architecture', 'Data architecture', 'Data Engineering', 'XML', 'Supply', 'Data']",You will: Execute the business analytics agenda in conjunction with analytics team lead...,4.5,847.0,Mumbai,https://www.naukri.com/job-listings-data-engineer-mondel-z-international-mumbai-4-to-6-years-040723500672
3484,Data Engineer,Peoplefy Infosolutions,Not disclosed,3-8 Yrs ,"['Pyspark', 'SQL', 'Data Engineering', 'Microsoft Azure', 'Data', 'Python', 'Engineering', 'Spark']",Greetings!!We are hiring for one of our premium MNC client based in Pune.Skills-Python ...,,,Hybrid - Pune,https://www.naukri.com/job-listings-data-engineer-peoplefy-infosolutions-pune-3-to-8-years-040723007981
3485,Lead Data Engineer,Loyalytics Consulting,Not disclosed,5-10 Yrs ,"['IT services', 'Data', 'Consulting', 'SQL', 'SAN', 'Modeling', 'Data modeling', 'CRM']",Solid understanding and experience implementing cloud data platform technologies (Micro...,3.8,6.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-lead-data-engineer-loyalytics-consulting-bangalore-bengaluru-5-to-10-years-310523501820
3486,Data Engineer,Loyalytics Consulting,Not disclosed,4-5 Yrs ,"['Data Engineering', 'RDBMS', 'Data modeling', 'Analytics', 'SQL', 'Oracle', 'Data', 'SOC']","Spark based platform such as Databricks, Hadoop experience 3+ years of on Cloud data so...",3.8,6.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-engineer-loyalytics-consulting-bangalore-bengaluru-4-to-5-years-310523501818
3487,Data Engineer,D4insight Tech,Not disclosed,7-12 Yrs ,"['jQuery', 'CRM', 'Data', 'Oracle', 'Javascript', 'SQL', 'HTML', 'Android']",Bachelor s Degree (Computer Science) . Computer Programming background . Certifications...,2.7,10.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-engineer-d4insight-tech-bangalore-bengaluru-7-to-12-years-310523500803
3488,Big Data Engineer,Techsist,Not disclosed,5-9 Yrs ,"['Big Data', 'Basic', 'Python', 'Usage', 'Data', 'Shell scripting', 'Spark', 'Scripting']","Very good knowledge on pyspark / python/scala and dataframe APIs, . Good understanding ...",,,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",https://www.naukri.com/job-listings-big-data-engineer-techsist-technologies-kolkata-mumbai-new-delhi-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-5-to-9-years-310523500155
3491,Data Engineer,Cermati.com,Not disclosed,2-3 Yrs ,"['Coding', 'Debugging', 'HTTP', 'DNS', 'Data', 'Engineering', 'Computer science', 'Machine learning']","Contribute to all aspects of the software development lifecycle including design, devel...",,,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-engineer-cermati-com-bangalore-bengaluru-2-to-3-years-300523500505
3492,Data Engineer,Tekshapers Software Solutions,Not disclosed,2-4 Yrs ,"['Process', 'Python', 'Data mining', 'Agile', 'Data processing', 'Machine', 'CRM', 'ERP']",Liaising with coworkers and clients to elucidate the requirements for each task. Concep...,3.1,69.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-engineer-tekshapers-software-solutions-p-limited-bangalore-bengaluru-2-to-4-years-290523501561
3495,Data Engineer,D4insight Tech,Not disclosed,7-12 Yrs ,"['CRM', 'SAS', 'SQL', 'Android', 'Oracle', 'Hibernate', 'Microsoft', 'WCF']",Education: Bachelors Degree (Computer Science) Computer Programming background Certific...,2.7,10.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-engineer-d4insight-tech-bangalore-bengaluru-7-to-12-years-250523500992
3496,Data Engineer,Hangar Worldwide,Not disclosed,4-7 Yrs ,"['data', 'excel', 'architecture', 'sql', 'data extraction', 'project', 'infrastructure', 'data engineering']","Most coursework towards a Bachelors degree . Snowflake, Matillion skills Understand the...",4.2,5.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-engineer-hangar-worldwide-bangalore-bengaluru-4-to-7-years-231020500326
3500,Data Engineer,Net Connect,Not disclosed,2-3 Yrs ,"['data', 'data management', 'usability', 'data visualization', 'data quality', 'nosql', 'scala', 'sql']",Hands on and deep experience working with Google Data Products (e.gExperience in Spark ...,3.6,332.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-engineer-net-connect-pvt-ltd-bangalore-bengaluru-2-to-3-years-200423501476
3501,Data Engineer,Danske IT &amp;amp; Support Services India Pvt Ltd.,Not disclosed,3-5 Yrs ,"['sql', 'data', 'data warehousing', 'quality', 'modeling', 'analysis', 'quality assurance', 'data quality']","Preferred to have an understanding of AWS technologies like S3, EMR, Glue, Redshift, La...",3.7,251.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-engineer-danske-it-amp-amp-support-services-india-pvt-ltd-bangalore-bengaluru-3-to-5-years-190423501024
3502,Data Engineer,Bookee,Not disclosed,1-4 Yrs ,"['management', 'python', 'jira', 'apache', 'troubleshooting', 'data', 'change management', 'microsoft windows']","Team support, experience sharing, code supervising What youll need . At least seven yea...",,,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-engineer-bookee-bangalore-bengaluru-1-to-4-years-180123500724
3510,Azure Data Engineer,Icube Human Capital Solutions (india) Llp,Not disclosed,5-10 Yrs ,"['Azure Data Factory', 'Pyspark', 'Azure Data Lake', 'Azure Databricks', 'Microsoft Azure', 'Factory', 'ETL', 'Data']","Role & ResponsibilitYEvaluating, developing, maintaining and testing data engineering s...",,,"Pune, Maharashtra, Chennai, Bangalore/ Bengaluru, Karnataka, Mumbai (All Areas)",https://www.naukri.com/job-listings-azure-data-engineer-icube-human-capital-solutions-india-llp-pune-maharashtra-chennai-bangalore-bengaluru-karnataka-mumbai-all-areas-5-to-10-years-130623009439
3511,Azure Data Engineer,Sureminds Solutions,Not disclosed,5-10 Yrs ,"['Azure', 'sql', 'Azure Data Warehouse', 'Azure Data Factory', 'Azure Synapse', 'Data warehousing', 'Data Lake', 'Factory']",Apply only if your profile is suitable for this role.We are hiring for permanent positi...,,,Bangalore/Bengaluru,https://www.naukri.com/job-listings-azure-data-engineer-sureminds-solutions-bangalore-bengaluru-5-to-10-years-130623000118
3514,Data Engineer,Magna,Not disclosed,3-6 Yrs ,"['analytics', 'data engineering', 'management', 'data', 'oracle', 'olap', 'supply chain', 'modeling']","Bachelor s Degree in Business, Engineering, Statistics, Computer Science, Mathematics, ...",3.8,38.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-engineer-magna-steyr-bangalore-bengaluru-3-to-6-years-100423501916
3515,Data Engineer,Xpheno,Not disclosed,2-5 Yrs ,"['advanced analytics', 'analytics', 'intelligence', 'technology management', 'management', 'data', 'processing', 'programming']","Create and maintain Master data Solution. . Identify, design, and implement internal pr...",3.4,94.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-engineer-xpheno-bangalore-bengaluru-2-to-5-years-100123500194
3516,Azure Data Engineer,Sugansa Solutions,Not disclosed,4-8 Yrs ,"['Pyspark', 'Azure Databricks', 'Data Bricks', 'Azure Synapse', 'Spark', 'Management', 'Data warehousing', 'Adb']","Timing: UK Shift Experience with data process Orchestration, end-to-end design and buil...",3.7,3.0,"Hybrid - Hyderabad/Secunderabad, Bangalore/Bengaluru",https://www.naukri.com/job-listings-azure-data-engineer-sugansa-solutions-hyderabad-secunderabad-bangalore-bengaluru-4-to-8-years-090623006760
3519,Data Engineer,Diverse Lynx,Not disclosed,1-5 Yrs ,"['modeling', 'analysis', 'predictive modeling', 'data analysis', 'data', 'data engineering', 'predictive']",Analyze and organize raw data Build data systems and pipelines Evaluate business needs ...,3.6,148.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-engineer-diverse-lynx-bangalore-bengaluru-1-to-5-years-061022502993
3521,Data Engineer,GE Appliances,Not disclosed,3-6 Yrs ,"['Integrator', 'Intelligence', 'Oracle data integrator', 'Business intelligence', 'Oracle BI apps', 'Tools', 'Data Visualization', 'SQL']",#NAME?,3.9,38.0,"Hyderabad/Secunderabad, Bangalore/Bengaluru",https://www.naukri.com/job-listings-data-engineer-ge-appliances-hyderabad-secunderabad-bangalore-bengaluru-3-to-6-years-050623501008
3524,Data Engineer,Greenfield Analytics,Not disclosed,4-8 Yrs ,"['Pyspark', 'Data Warehousing', 'SQL', 'Warehouse', 'Data', 'Kinesis', 'Data Engineering']",. 4 years of experience developing the strategy and building data and analytics solutio...,,,Remote,https://www.naukri.com/job-listings-data-engineer-greenfield-analytics-bangalore-bengaluru-4-to-8-years-050623004830
3527,Data Engineer,GWC Technologies,Not disclosed,3-8 Yrs ,"['data modeling', 'microsoft', 'data', 'unix', 'mysql', 'sql', 'procedures', 'data engineering']",". In-depth understanding of Data Warehouse / ODS, ETL concept and modeling structure pr...",4.3,19.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-engineer-gwc-technologies-bangalore-bengaluru-3-to-8-years-050523500350
3528,Lead Data Engineer,Providence College Of Engineering,Not disclosed,5-8 Yrs ,"['System', 'Machine', 'Python', 'Configuration', 'Machine learning', 'Data Engineering', 'Apache', 'Healthcare']",We are seeking a highly skilled Machine Learning Operations (MLOps) and Data Engineer t...,4.3,3.0,Hyderabad/Secunderabad,https://www.naukri.com/job-listings-lead-data-engineer-providence-college-of-engineering-hyderabad-secunderabad-5-to-8-years-040723501635
3531,Data Engineer,Indiabonds,Not disclosed,5-7 Yrs ,"['Intelligence', 'Management', 'Data', 'SQL', 'Data structures', 'CRM', 'Business intelligence', 'Data Engineering']","Educational Qualification : Bachelor s or Master s degree in Computer Science, Informat...",,,Mumbai,https://www.naukri.com/job-listings-data-engineer-indiabonds-mumbai-5-to-7-years-030723501734
3535,Azure Data Engineer,KPI Partners,6-16 Lacs PA,5-10 Yrs ,"['performance tuning tools', 'sql', 'Azure Data Factory', 'Stored Procedures', 'Adb', 'Oracle ADF', 'Storage', 'Engineering']",Overall 5+ years of experience with a minimum of 2+yrs of experience in Azure Data engi...,3.7,70.0,"Hybrid - Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",https://www.naukri.com/job-listings-azure-data-engineer-kpi-partners-hyderabad-secunderabad-pune-bangalore-bengaluru-5-to-10-years-020323010416
3536,Lead Data Engineer,Saama Technologies,Not disclosed,4-8 Yrs ,"['Data', 'Agile methodology', 'Javascript', 'Agile', 'Spark', 'PLSQL', 'Warehouse', 'SCALA']",Graduation or any equivalent qualification from a reputed institute 4+ years of experie...,3.8,210.0,Pune,https://www.naukri.com/job-listings-lead-data-engineer-saama-technologies-india-pvt-ltd-pune-4-to-8-years-240523500481
3539,Azure Data Engineer,IB Services &amp;amp; Technologies,Not disclosed,2-5 Yrs ,"['Microsoft Azure', 'Azure Data Factory', 'Warehouse', 'Data management', 'SQL', 'Data', 'Master data', 'Management']",Overall 4 - 6 years with minimum 3 years relevant experience Ability to Propose and Des...,3.1,2.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-azure-data-engineer-ib-services-amp-amp-technologies-bangalore-bengaluru-2-to-5-years-230622501214
3541,Data Engineer,Tata Technologies,3-8 Lacs PA,3-5 Yrs ,"['Data Engineering', 'Big Data', 'Data', 'Engineering', 'Sqoop', 'Hive', 'Pyspark', 'Hadoop']",Domain Knowledge: . Should be capable of carrying out the following operations on the d...,3.7,1705.0,"Thane, Maharashtra",https://www.naukri.com/job-listings-data-engineer-tata-technologies-thane-maharashtra-3-to-5-years-180523008342
3542,Data Engineer,STATS PERFORM,Not disclosed,2-5 Yrs ,"['ssis', 'agile', 'sql', 'performance tuning', 'performance', 'python', 'data', 'postgresql']",As a Data Engineer you will work with the latest development tools to design and build ...,4.4,13.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-engineer-stats-perform-bangalore-bengaluru-2-to-5-years-180122500878
3544,Data Engineer,Tata Technologies,5-8 Lacs PA,3-5 Yrs ,"['Data Engineering', 'Airflow', 'Hive', 'Hadoop', 'Pyspark', 'Data', 'AWS', 'Engineering']",Domain Knowledge: . Should be capable of carrying out the following operations on the d...,3.7,1705.0,"Thane, Maharashtra",https://www.naukri.com/job-listings-data-engineer-tata-technologies-thane-maharashtra-3-to-5-years-150623004393
3545,Data Engineer,Andor Tech,Not disclosed,2-7 Yrs ,"['Data Engineering', 'Networking', 'SDLC', 'Oracle', 'Coding', 'Microstrategy', 'Data', 'DBMS']","Translates business requirements and specifications into logical program designs, modul...",3.0,27.0,Bangalore/Bengaluru,https://www.naukri.com/job-listings-data-engineer-andor-tech-india-pvt-ltd-bangalore-bengaluru-2-to-7-years-141222501999
